,ID,Name,DateTime,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,IsPureBreed,Breed1,Breed2,IsPopularBreed,AnimalSize,IsGoodWithKids,AnimalTemperament,AnimalTrainability,AnimalGrooming,Color1,Color2,IsPureColor,HasName,AgeGroup,WeekYear,WeekDay,WorkingDay,DayYear,Month,Quarter,Year,ExitHour,ExitMinute,IsOpen,Holiday,Sex,Fertile
6471,6472,Jeannette,2015-06-13 12:32:00,0,Spayed Female,365.0,775,0,155,102,1,0,2,0,0,0,8,-1,0,1,1,24,5,1,164,6,1,2015,12,32,1,0,1,0
6472,6473,,2014-01-13 17:04:00,1,Spayed Female,60.0,330,0,70,89,0,3,1,2,2,2,5,1,0,0,0,3,0,1,13,1,0,2014,17,4,1,0,1,0
6473,6474,Pluto,2015-04-04 17:00:00,1,Neutered Male,730.0,1060,0,234,77,0,4,1,1,1,1,4,-1,1,1,2,14,5,1,94,4,1,2015,17,0,1,0,0,0
6474,6475,Lucy,2014-03-30 18:28:00,1,Spayed Female,730.0,553,0,115,102,1,0,2,0,0,0,16,-1,1,1,2,13,6,1,89,3,0,2014,18,28,1,0,1,0
6475,6476,Dawn,2014-07-04 15:50:00,0,Spayed Female,1095.0,775,0,155,102,1,0,2,0,0,0,5,1,0,1,2,27,4,1,185,7,1,2014,15,50,1,11,1,0
6476,6477,Lola,2014-04-11 17:33:00,1,Spayed Female,730.0,553,0,115,102,1,0,2,0,0,0,5,-1,1,1,2,15,4,1,101,4,1,2014,17,33,1,0,1,0
6477,6478,Wilson,2013-10-24 14:57:00,1,Neutered Male,1095.0,1023,0,235,102,1,4,1,1,1,1,0,1,0,1,2,43,3,1,297,10,2,2013,14,57,1,0,0,0
6478,6479,Aspen,2015-11-24 11:36:00,0,Spayed Female,180.0,1515,0,346,102,1,0,2,0,0,0,23,-1,0,1,0,48,1,1,328,11,2,2015,11,36,1,0,1,0
6479,6480,Raina,2014-11-12 17:55:00,0,Spayed Female,2555.0,775,0,155,102,1,0,2,0,0,0,11,-1,1,1,4,46,2,1,316,11,2,2014,17,55,1,0,1,0
6480,6481,Uggie,2015-03-09 14:24:00,1,Neutered Male,365.0,553,0,115,102,1,0,2,0,0,0,1,6,0,1,1,11,0,1,68,3,0,2015,14,24,1,0,0,0
6481,6482,Ursula,2014-01-03 17:19:00,0,Unknown,365.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,1,1,1,4,1,3,1,0,2014,17,19,1,0,2,2
6482,6483,Maxwell,2014-03-29 18:36:00,1,Neutered Male,4015.0,1187,1,258,102,0,2,1,0,0,2,5,-1,1,1,5,13,5,1,88,3,0,2014,18,36,1,0,0,0
6483,6484,Tommy,2016-02-11 12:23:00,1,Neutered Male,60.0,841,0,187,102,1,4,1,2,2,1,0,5,0,1,0,6,3,1,42,2,0,2016,12,23,1,0,0,0
6484,6485,Olive Hoover,2014-05-17 14:09:00,1,Spayed Female,365.0,123,0,27,92,0,3,1,2,2,1,9,1,0,1,1,20,5,1,137,5,1,2014,14,9,1,0,1,0
6485,6486,Beanz,2014-11-24 18:08:00,0,Spayed Female,150.0,1139,0,250,102,0,0,2,0,0,0,5,1,0,1,0,48,0,1,328,11,2,2014,18,8,1,0,1,0
6486,6487,,2015-07-09 14:36:00,1,Intact Male,1095.0,841,0,187,102,1,4,1,2,2,1,5,-1,1,0,2,28,3,1,190,7,1,2015,14,36,1,0,0,1
6487,6488,Rachelle,2015-09-21 15:55:00,0,Intact Female,30.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,1,0,39,0,1,264,9,2,2015,15,55,1,0,1,1
6488,6489,Sally,2015-11-30 16:53:00,1,Spayed Female,60.0,686,0,135,102,1,2,1,2,2,2,6,1,0,1,0,49,0,1,334,11,2,2015,16,53,1,0,1,0
6489,6490,Jasper,2014-03-29 17:52:00,1,Neutered Male,1095.0,1023,0,235,102,1,4,1,1,1,1,5,1,0,1,2,13,5,1,88,3,0,2014,17,52,1,0,0,0
6490,6491,Lenny,2014-12-10 18:12:00,1,Neutered Male,1095.0,841,0,187,102,1,4,1,2,2,1,20,-1,1,1,2,50,2,1,344,12,3,2014,18,12,1,0,0,0
6491,6492,,2013-12-16 11:01:00,0,Intact Female,1460.0,767,0,151,102,1,0,2,0,0,0,8,-1,0,0,3,51,0,1,350,12,3,2013,11,1,1,0,1,1
6492,6493,Fluffy,2016-01-15 17:26:00,1,Spayed Female,730.0,686,0,135,102,1,2,1,2,2,2,0,1,0,1,2,2,4,1,15,1,0,2016,17,26,1,0,1,0
6493,6494,,2014-09-14 09:00:00,0,Intact Male,120.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,0,0,37,6,1,257,9,2,2014,9,0,0,0,0,1
6494,6495,,2015-07-02 09:43:00,0,Neutered Male,90.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,0,0,27,3,1,183,7,1,2015,9,43,0,0,0,0
6495,6496,,2014-03-11 17:10:00,1,Intact Male,3650.0,553,0,115,102,1,0,2,0,0,0,4,-1,1,0,5,11,1,1,70,3,0,2014,17,10,1,0,0,1
6496,6497,Starburst,2015-08-16 14:12:00,0,Spayed Female,120.0,772,0,153,102,1,0,2,0,0,0,5,-1,1,1,0,33,6,1,228,8,2,2015,14,12,1,0,1,0
6497,6498,Mumu,2015-05-24 13:26:00,1,Spayed Female,365.0,1415,0,318,102,0,3,1,2,2,1,13,-1,1,1,1,21,6,1,144,5,1,2015,13,26,1,0,1,0
6498,6499,,2014-08-03 18:30:00,1,Spayed Female,90.0,937,0,199,119,0,5,1,0,3,2,1,0,0,0,0,31,6,1,215,8,2,2014,18,30,1,0,1,0
6499,6500,,2015-09-21 19:06:00,0,Neutered Male,120.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,0,0,39,0,1,264,9,2,2015,19,6,1,0,0,0
6500,6501,,2015-08-05 19:09:00,0,Spayed Female,365.0,775,0,155,102,1,0,2,0,0,0,3,1,0,0,1,32,2,1,217,8,2,2015,19,9,1,0,1,0
6501,6502,,2014-05-17 18:39:00,1,Intact Female,90.0,553,0,115,102,1,0,2,0,0,0,1,5,0,0,0,20,5,1,137,5,1,2014,18,39,1,0,1,1
6502,6503,,2014-08-04 11:20:00,1,Neutered Male,2920.0,535,0,113,102,0,0,2,0,0,0,0,5,0,0,4,32,0,1,216,8,2,2014,11,20,1,0,0,0
6503,6504,Petey,2015-03-24 12:14:00,1,Neutered Male,1095.0,345,0,73,102,0,2,1,1,1,2,1,0,0,1,2,13,1,1,83,3,0,2015,12,14,1,0,0,0
6504,6505,Buddy,2015-06-04 19:06:00,1,Neutered Male,730.0,686,0,135,102,1,2,1,2,2,2,6,-1,1,1,2,23,3,1,155,6,1,2015,19,6,1,0,0,0
6505,6506,Angie,2015-05-10 16:08:00,1,Spayed Female,4380.0,553,0,115,102,1,0,2,0,0,0,4,-1,1,1,5,19,6,1,130,5,1,2015,16,8,1,4,1,0
6506,6507,Andy,2014-03-12 15:23:00,1,Intact Male,1825.0,1023,0,235,102,1,4,1,1,1,1,5,1,0,1,3,11,2,1,71,3,0,2014,15,23,1,0,0,1
6507,6508,Shadow,2015-12-15 13:36:00,1,Neutered Male,730.0,1023,0,235,102,1,4,1,1,1,1,5,1,0,1,2,51,1,1,349,12,3,2015,13,36,1,0,0,0
6508,6509,Odin,2014-08-19 17:50:00,1,Intact Male,60.0,497,0,106,102,0,4,1,2,2,1,3,4,0,1,0,34,1,1,231,8,2,2014,17,50,1,0,0,1
6509,6510,Aimee,2015-08-21 12:45:00,0,Intact Female,730.0,775,0,155,102,1,0,2,0,0,0,11,1,0,1,2,34,4,1,233,8,2,2015,12,45,1,0,1,1
6510,6511,,2015-02-09 12:14:00,1,Spayed Female,30.0,1023,0,235,102,1,4,1,1,1,1,0,1,0,0,0,7,0,1,40,2,0,2015,12,14,1,0,1,0
6511,6512,,2015-12-27 17:28:00,0,Spayed Female,180.0,775,0,155,102,1,0,2,0,0,0,8,-1,0,0,0,52,6,1,361,12,3,2015,17,28,1,10,1,0
6512,6513,Fitzwilly,2014-07-13 17:43:00,0,Neutered Male,60.0,767,0,151,102,1,0,2,0,0,0,5,1,0,1,0,28,6,1,194,7,1,2014,17,43,1,0,0,0
6513,6514,Allie,2014-09-13 16:19:00,1,Intact Female,2190.0,378,0,77,102,1,3,1,1,1,1,18,1,0,1,3,37,5,1,256,9,2,2014,16,19,1,0,1,1
6514,6515,Dylan,2015-03-30 15:51:00,0,Neutered Male,730.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,1,2,14,0,1,89,3,0,2015,15,51,1,0,0,0
6515,6516,,2015-04-03 15:05:00,1,Neutered Male,1460.0,155,0,32,102,0,3,1,1,1,1,13,-1,1,0,3,14,4,1,93,4,1,2015,15,5,1,0,0,0
6516,6517,Biscuits,2015-12-16 10:35:00,0,Spayed Female,1825.0,775,0,155,102,1,0,2,0,0,0,8,1,0,1,3,51,2,1,350,12,3,2015,10,35,0,0,1,0
6517,6518,Chaka,2014-04-13 16:31:00,1,Spayed Female,1825.0,1451,0,324,102,0,5,1,0,0,1,5,4,0,1,3,15,6,1,103,4,1,2014,16,31,1,0,1,0
6518,6519,Louie,2014-12-27 16:45:00,1,Neutered Male,60.0,1337,1,301,102,0,4,1,2,2,1,0,1,0,1,0,52,5,1,361,12,3,2014,16,45,1,10,0,0
6519,6520,,2013-11-26 13:55:00,0,Intact Male,365.0,767,0,151,102,1,0,2,0,0,0,5,1,0,0,1,48,1,1,330,11,2,2013,13,55,1,9,0,1
6520,6521,Raisen Bran,2015-07-14 15:50:00,1,Intact Female,60.0,553,0,115,102,1,0,2,0,0,0,0,1,0,1,0,29,1,1,195,7,1,2015,15,50,1,0,1,1
6521,6522,,2014-06-12 18:25:00,0,Neutered Male,60.0,772,0,153,102,1,0,2,0,0,0,0,-1,0,0,0,24,3,1,163,6,1,2014,18,25,1,0,0,0
6522,6523,,2015-09-01 12:34:00,0,Intact Female,21.0,775,0,155,102,1,0,2,0,0,0,0,1,0,0,0,36,1,1,244,9,2,2015,12,34,1,0,1,1
6523,6524,Rita,2015-05-17 16:48:00,1,Spayed Female,3650.0,841,0,187,102,1,4,1,2,2,1,0,5,0,1,5,20,6,1,137,5,1,2015,16,48,1,0,1,0
6524,6525,Kozee,2014-06-11 14:57:00,0,Neutered Male,1095.0,1139,0,250,102,0,0,2,0,0,0,1,-1,1,1,2,24,2,1,162,6,1,2014,14,57,1,0,0,0
6525,6526,Melinda,2014-05-09 13:00:00,0,Spayed Female,210.0,775,0,155,102,1,0,2,0,0,0,14,-1,1,1,1,19,4,1,129,5,1,2014,13,0,1,0,1,0
6526,6527,Cuervo,2013-12-30 17:55:00,0,Neutered Male,730.0,256,0,53,102,0,0,2,0,0,0,0,-1,0,1,2,1,0,1,364,12,3,2013,17,55,1,0,0,0
6527,6528,Tito,2014-07-01 17:50:00,1,Neutered Male,2190.0,553,0,115,102,1,0,2,0,0,0,0,-1,1,1,3,27,1,1,182,7,1,2014,17,50,1,0,0,0
6528,6529,Pepper,2015-10-15 15:41:00,1,Neutered Male,730.0,553,0,115,102,1,0,2,0,0,0,1,0,0,1,2,42,3,1,288,10,2,2015,15,41,1,0,0,0
6529,6530,,2014-01-16 17:34:00,1,Neutered Male,365.0,980,0,223,102,0,2,1,0,3,1,1,0,0,0,1,3,3,1,16,1,0,2014,17,34,1,0,0,0
6530,6531,Marty,2014-08-21 17:16:00,0,Neutered Male,60.0,775,0,155,102,1,0,2,0,0,0,2,1,0,1,0,34,3,1,233,8,2,2014,17,16,1,0,0,0
6531,6532,,2014-06-23 17:08:00,1,Spayed Female,300.0,553,0,115,102,1,0,2,0,0,0,1,0,0,0,1,26,0,1,174,6,1,2014,17,8,1,0,1,0
6532,6533,Eddie,2015-02-05 13:54:00,1,Neutered Male,2555.0,1096,0,239,27,0,2,1,1,3,3,4,-1,1,1,4,6,3,1,36,2,0,2015,13,54,1,0,0,0
6533,6534,Teddybear,2015-11-18 17:52:00,1,Intact Male,730.0,1293,0,299,102,1,0,1,1,1,0,0,1,0,1,2,47,2,1,322,11,2,2015,17,52,1,0,0,1
6534,6535,Pansy,2013-11-07 13:06:00,1,Intact Female,4745.0,279,0,58,146,0,4,1,0,0,1,5,4,0,1,5,45,3,1,311,11,2,2013,13,6,1,0,1,1
6535,6536,Amber,2013-11-23 17:42:00,1,Spayed Female,365.0,1059,0,234,76,0,4,1,1,1,1,12,-1,1,1,1,47,5,1,327,11,2,2013,17,42,1,0,1,0
6536,6537,,2014-06-21 09:00:00,0,Unknown,730.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,0,2,25,5,1,172,6,1,2014,9,0,0,6,2,2
6537,6538,Polly,2015-08-16 16:47:00,1,Spayed Female,730.0,1293,0,299,102,1,0,1,1,1,0,4,1,0,1,2,33,6,1,228,8,2,2015,16,47,1,0,1,0
6538,6539,,2015-07-21 12:57:00,0,Unknown,6.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,0,0,30,1,1,202,7,1,2015,12,57,1,0,2,2
6539,6540,,2013-10-13 15:38:00,1,Neutered Male,120.0,553,0,115,102,1,0,2,0,0,0,2,-1,1,0,0,41,6,1,286,10,2,2013,15,38,1,0,0,0
6540,6541,George,2014-07-10 07:51:00,0,Neutered Male,90.0,772,0,153,102,1,0,2,0,0,0,0,1,0,1,0,28,3,1,191,7,1,2014,7,51,0,0,0,0
6541,6542,Mango,2013-11-19 16:54:00,1,Neutered Male,2190.0,1023,0,235,102,1,4,1,1,1,1,5,1,0,1,3,47,1,1,323,11,2,2013,16,54,1,0,0,0
6542,6543,Blackstar,2013-10-22 18:19:00,0,Spayed Female,60.0,772,0,153,102,1,0,2,0,0,0,0,1,0,1,0,43,1,1,295,10,2,2013,18,19,1,0,1,0
6543,6544,Delilah,2014-11-14 13:40:00,0,Spayed Female,120.0,775,0,155,102,1,0,2,0,0,0,14,-1,1,1,0,46,4,1,318,11,2,2014,13,40,1,0,1,0
6544,6545,Mia,2016-01-22 18:48:00,1,Spayed Female,3285.0,1450,1,323,102,0,5,1,0,0,1,5,4,0,1,4,3,4,1,22,1,0,2016,18,48,1,0,1,0
6545,6546,Jaxson,2015-08-07 12:39:00,1,Intact Male,7.0,1293,0,299,102,1,0,1,1,1,0,0,1,0,1,0,32,4,1,219,8,2,2015,12,39,1,0,0,1
6546,6547,Nana,2014-01-22 15:00:00,1,Spayed Female,300.0,559,0,114,26,0,3,1,2,2,2,5,1,0,1,1,4,2,1,22,1,0,2014,15,0,1,0,1,0
6547,6548,,2015-05-15 11:26:00,0,Intact Male,7.0,775,0,155,102,1,0,2,0,0,0,0,5,0,0,0,20,4,1,135,5,1,2015,11,26,1,0,0,1
6548,6549,Delilah,2014-03-21 15:52:00,1,Intact Female,365.0,91,0,28,102,0,3,1,2,2,1,4,1,0,1,1,12,4,1,80,3,0,2014,15,52,1,0,1,1
6549,6550,Frances,2015-04-11 14:21:00,1,Spayed Female,365.0,497,0,106,102,0,4,1,2,2,1,9,1,0,1,1,15,5,1,101,4,1,2015,14,21,1,0,1,0
6550,6551,,2015-06-25 09:00:00,0,Intact Male,365.0,775,0,155,102,1,0,2,0,0,0,8,1,0,0,1,26,3,1,176,6,1,2015,9,0,0,0,0,1
6551,6552,Lucky,2015-06-29 12:57:00,1,Neutered Male,2920.0,553,0,115,102,1,0,2,0,0,0,4,-1,1,1,4,27,0,1,180,6,1,2015,12,57,1,0,0,0
6552,6553,,2015-04-10 16:22:00,1,Intact Male,2.0,1293,0,299,102,1,0,1,1,1,0,1,3,0,0,0,15,4,1,100,4,1,2015,16,22,1,0,0,1
6553,6554,Peaches,2015-03-08 11:22:00,1,Spayed Female,730.0,824,0,181,102,0,0,2,0,0,0,5,-1,1,1,2,10,6,1,67,3,0,2015,11,22,1,0,1,0
6554,6555,Flash,2016-01-23 17:04:00,1,Neutered Male,365.0,689,0,138,102,0,0,2,0,0,0,15,1,0,1,1,3,5,1,23,1,0,2016,17,4,1,0,0,0
6555,6556,Frisky,2014-08-31 15:49:00,0,Spayed Female,120.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,1,0,35,6,1,243,8,2,2014,15,49,1,0,1,0
6556,6557,Wilde,2015-06-29 18:09:00,0,Intact Female,60.0,767,0,151,102,1,0,2,0,0,0,5,-1,0,1,0,27,0,1,180,6,1,2015,18,9,1,0,1,1
6557,6558,Archie,2014-05-10 18:46:00,1,Neutered Male,730.0,841,0,187,102,1,4,1,2,2,1,5,0,0,1,2,19,5,1,130,5,1,2014,18,46,1,4,0,0
6558,6559,,2015-04-17 16:12:00,0,Intact Male,28.0,771,1,152,102,0,0,2,0,0,0,3,-1,0,0,0,16,4,1,107,4,1,2015,16,12,1,0,0,1
6559,6560,Maximo,2014-03-31 17:10:00,0,Neutered Male,1460.0,775,0,155,102,1,0,2,0,0,0,1,0,0,1,3,14,0,1,90,3,0,2014,17,10,1,0,0,0
6560,6561,,2014-04-28 11:09:00,0,Intact Female,7.0,775,0,155,102,1,0,2,0,0,0,5,-1,0,0,0,18,0,1,118,4,1,2014,11,9,1,0,1,1
6561,6562,Loco,2015-08-17 18:57:00,1,Intact Male,3650.0,510,0,105,48,0,4,1,2,2,1,1,4,0,1,5,34,0,1,229,8,2,2015,18,57,1,0,0,1
6562,6563,,2015-12-29 19:57:00,0,Neutered Male,1460.0,775,0,155,102,1,0,2,0,0,0,1,5,0,0,3,53,1,1,363,12,3,2015,19,57,1,0,0,0
6563,6564,,2014-05-14 15:24:00,1,Spayed Female,90.0,307,0,71,102,1,3,1,2,2,2,5,1,0,0,0,20,2,1,134,5,1,2014,15,24,1,0,1,0
6564,6565,Tostada,2014-05-19 18:52:00,0,Spayed Female,60.0,772,0,153,102,1,0,2,0,0,0,5,-1,1,1,0,21,0,1,139,5,1,2014,18,52,1,0,1,0
6565,6566,Baby,2013-10-06 14:26:00,0,Spayed Female,1095.0,775,0,155,102,1,0,2,0,0,0,0,1,0,1,2,40,6,1,279,10,2,2013,14,26,1,0,1,0
6566,6567,Sam,2015-11-06 11:56:00,0,Neutered Male,5475.0,775,0,155,102,1,0,2,0,0,0,5,1,0,1,5,45,4,1,310,11,2,2015,11,56,1,0,0,0
6567,6568,Moty,2015-10-08 17:06:00,1,Neutered Male,365.0,1165,0,257,102,1,2,1,1,1,3,1,-1,1,1,1,41,3,1,281,10,2,2015,17,6,1,0,0,0
6568,6569,,2015-08-27 09:00:00,0,Intact Female,300.0,775,0,155,102,1,0,2,0,0,0,0,1,0,0,1,35,3,1,239,8,2,2015,9,0,0,7,1,1
6569,6570,Leia,2016-01-11 13:11:00,1,Spayed Female,300.0,841,0,187,102,1,4,1,2,2,1,5,4,0,1,1,2,0,1,11,1,0,2016,13,11,1,0,1,0
6570,6571,,2014-10-16 18:31:00,0,Intact Female,21.0,775,0,155,102,1,0,2,0,0,0,2,-1,0,0,0,42,3,1,289,10,2,2014,18,31,1,0,1,1
6571,6572,Chiquita,2013-11-08 13:26:00,1,Spayed Female,1095.0,91,0,28,102,0,3,1,2,2,1,3,-1,0,1,2,45,4,1,312,11,2,2013,13,26,1,0,1,0
6572,6573,Dorito,2014-01-26 14:19:00,1,Intact Male,180.0,569,0,114,54,0,2,1,2,2,2,0,1,0,1,0,4,6,1,26,1,0,2014,14,19,1,0,0,1
6573,6574,Hudson,2014-10-20 18:41:00,1,Neutered Male,365.0,1243,0,279,102,0,3,1,1,1,2,5,15,0,1,1,43,0,1,293,10,2,2014,18,41,1,0,0,0
6574,6575,Boomer,2015-01-17 12:37:00,1,Neutered Male,4745.0,1023,0,235,102,1,4,1,1,1,1,2,-1,1,1,5,3,5,1,17,1,0,2015,12,37,1,0,0,0
6575,6576,Charlie,2013-11-20 15:45:00,1,Neutered Male,330.0,1023,0,235,102,1,4,1,1,1,1,9,-1,1,1,1,47,2,1,324,11,2,2013,15,45,1,0,0,0
6576,6577,,2015-05-12 13:36:00,0,Intact Female,14.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,0,0,20,1,1,132,5,1,2015,13,36,1,0,1,1
6577,6578,Fern,2015-02-21 11:50:00,1,Spayed Female,730.0,280,0,58,147,0,4,1,0,0,1,5,0,0,1,2,8,5,1,52,2,0,2015,11,50,1,0,1,0
6578,6579,Pam,2014-05-21 12:20:00,1,Spayed Female,90.0,1023,0,235,102,1,4,1,1,1,1,5,-1,1,1,0,21,2,1,141,5,1,2014,12,20,1,0,1,0
6579,6580,Olive,2015-06-07 18:42:00,1,Spayed Female,90.0,1023,0,235,102,1,4,1,1,1,1,5,1,0,1,0,23,6,1,158,6,1,2015,18,42,1,0,1,0
6580,6581,Kim,2013-10-02 16:44:00,0,Intact Female,60.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,1,0,40,2,1,275,10,2,2013,16,44,1,0,1,1
6581,6582,,2013-11-02 15:41:00,1,Intact Female,1825.0,553,0,115,102,1,0,2,0,0,0,5,4,0,0,3,44,5,1,306,11,2,2013,15,41,1,0,1,1
6582,6583,,2013-10-19 13:04:00,1,Spayed Female,60.0,98,0,27,14,0,3,1,2,2,1,3,5,0,0,0,42,5,1,292,10,2,2013,13,4,1,0,1,0
6583,6584,Spirit,2014-03-25 12:43:00,1,Intact Male,365.0,19,0,8,102,0,0,2,0,0,0,1,-1,1,1,1,13,1,1,84,3,0,2014,12,43,1,0,0,1
6584,6585,,2015-07-18 12:23:00,0,Neutered Male,60.0,775,0,155,102,1,0,2,0,0,0,0,1,0,0,0,29,5,1,199,7,1,2015,12,23,1,0,0,0
6585,6586,,2013-10-14 15:50:00,0,Intact Female,1460.0,775,0,155,102,1,0,2,0,0,0,5,1,0,0,3,42,0,1,287,10,2,2013,15,50,1,0,1,1
6586,6587,Rudy,2016-02-14 11:19:00,1,Neutered Male,1095.0,1023,0,235,102,1,4,1,1,1,1,1,-1,1,1,2,6,6,1,45,2,0,2016,11,19,1,0,0,0
6587,6588,Sonny,2015-10-19 14:53:00,1,Intact Male,365.0,549,0,112,119,0,0,2,0,0,0,6,-1,0,1,1,43,0,1,292,10,2,2015,14,53,1,0,0,1
6588,6589,Miko,2015-01-23 17:37:00,0,Neutered Male,1095.0,772,0,153,102,1,0,2,0,0,0,0,1,0,1,2,4,4,1,23,1,0,2015,17,37,1,0,0,0
6589,6590,Luigi,2015-03-27 11:51:00,0,Spayed Female,270.0,772,0,153,102,1,0,2,0,0,0,5,1,0,1,1,13,4,1,86,3,0,2015,11,51,1,0,1,0
6590,6591,Allie,2014-06-19 14:54:00,0,Intact Female,30.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,1,0,25,3,1,170,6,1,2014,14,54,1,5,1,1
6591,6592,Allie,2013-10-13 17:31:00,1,Spayed Female,240.0,442,0,90,12,0,3,1,1,1,1,5,1,0,1,1,41,6,1,286,10,2,2013,17,31,1,0,1,0
6592,6593,Sam,2014-02-25 14:09:00,1,Neutered Male,2190.0,1660,1,406,102,0,1,1,1,1,1,0,5,0,1,3,9,1,1,56,2,0,2014,14,9,1,0,0,0
6593,6594,Maggie,2015-07-19 12:27:00,1,Spayed Female,730.0,265,0,60,102,0,4,2,0,0,1,18,1,0,1,2,29,6,1,200,7,1,2015,12,27,1,0,1,0
6594,6595,Caramel,2015-07-08 18:58:00,1,Spayed Female,365.0,553,0,115,102,1,0,2,0,0,0,4,-1,1,1,1,28,2,1,189,7,1,2015,18,58,1,0,1,0
6595,6596,Freddy,2014-07-02 17:07:00,1,Intact Male,330.0,1293,0,299,102,1,0,1,1,1,0,18,-1,1,1,1,27,2,1,183,7,1,2014,17,7,1,0,0,1
6596,6597,Sancho,2015-12-10 16:10:00,1,Intact Male,730.0,378,0,77,102,1,3,1,1,1,1,0,1,0,1,2,50,3,1,344,12,3,2015,16,10,1,0,0,1
6597,6598,Yeti,2015-03-09 18:17:00,0,Spayed Female,60.0,1515,0,346,102,1,0,2,0,0,0,23,-1,0,1,0,11,0,1,68,3,0,2015,18,17,1,0,1,0
6598,6599,Artemis,2016-01-30 16:31:00,0,Neutered Male,2920.0,767,0,151,102,1,0,2,0,0,0,5,-1,0,1,4,4,5,1,30,1,0,2016,16,31,1,0,0,0
6599,6600,,2015-06-03 09:00:00,0,Intact Female,365.0,775,0,155,102,1,0,2,0,0,0,14,-1,1,0,1,23,2,1,154,6,1,2015,9,0,0,0,1,1
6600,6601,Lewis Batman,2013-12-06 17:50:00,1,Intact Male,365.0,1450,1,323,102,0,5,1,0,0,1,5,4,0,1,1,49,4,1,340,12,3,2013,17,50,1,0,0,1
6601,6602,Fozzy,2013-11-24 11:54:00,1,Neutered Male,730.0,1095,0,240,102,0,2,1,0,3,3,1,1,0,1,2,47,6,1,328,11,2,2013,11,54,1,0,0,0
6602,6603,Rupaul,2014-09-16 11:30:00,0,Neutered Male,730.0,774,1,154,102,1,0,2,0,0,0,5,1,0,1,2,38,1,1,259,9,2,2014,11,30,1,0,0,0
6603,6604,Clove,2015-02-27 16:23:00,0,Spayed Female,210.0,775,0,155,102,1,0,2,0,0,0,8,-1,0,1,1,9,4,1,58,2,0,2015,16,23,1,0,1,0
6604,6605,,2015-06-25 17:37:00,0,Unknown,28.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,0,0,26,3,1,176,6,1,2015,17,37,1,0,2,2
6605,6606,Rosie,2015-12-27 13:14:00,0,Spayed Female,150.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,1,0,52,6,1,361,12,3,2015,13,14,1,10,1,0
6606,6607,Elsa,2015-03-09 18:19:00,1,Spayed Female,365.0,553,0,115,102,1,0,2,0,0,0,2,-1,1,1,1,11,0,1,68,3,0,2015,18,19,1,0,1,0
6607,6608,Poe,2016-01-19 15:13:00,0,Neutered Male,240.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,1,1,3,1,1,19,1,0,2016,15,13,1,1,0,0
6608,6609,,2015-10-27 12:19:00,0,Intact Male,21.0,772,0,153,102,1,0,2,0,0,0,5,-1,0,0,0,44,1,1,300,10,2,2015,12,19,1,0,0,1
6609,6610,Alfred,2015-11-08 17:49:00,1,Neutered Male,180.0,553,0,115,102,1,0,2,0,0,0,5,-1,1,1,0,45,6,1,312,11,2,2015,17,49,1,0,0,0
6610,6611,Oliver,2016-01-15 19:20:00,1,Neutered Male,730.0,632,1,122,102,0,2,1,2,2,2,21,1,0,1,2,2,4,1,15,1,0,2016,19,20,1,0,0,0
6611,6612,Pamela,2015-10-01 11:32:00,0,Spayed Female,210.0,767,0,151,102,1,0,2,0,0,0,5,1,0,1,1,40,3,1,274,10,2,2015,11,32,1,0,1,0
6612,6613,,2014-12-29 10:55:00,0,Intact Male,21.0,772,0,153,102,1,0,2,0,0,0,0,1,0,0,0,1,0,1,363,12,3,2014,10,55,0,0,0,1
6613,6614,Zoe,2013-11-30 11:58:00,1,Spayed Female,1460.0,553,0,115,102,1,0,2,0,0,0,5,4,0,1,3,48,5,1,334,11,2,2013,11,58,1,0,1,0
6614,6615,Roscoe,2013-10-07 18:56:00,1,Neutered Male,240.0,841,0,187,102,1,4,1,2,2,1,0,5,0,1,1,41,0,1,280,10,2,2013,18,56,1,0,0,0
6615,6616,Liam,2014-05-03 13:18:00,0,Neutered Male,90.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,1,0,18,5,1,123,5,1,2014,13,18,1,0,0,0
6616,6617,Ephram,2015-06-18 16:30:00,0,Neutered Male,365.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,1,1,25,3,1,169,6,1,2015,16,30,1,6,0,0
6617,6618,Angel,2015-02-05 18:13:00,0,Neutered Male,1095.0,1515,0,346,102,1,0,2,0,0,0,23,-1,0,1,2,6,3,1,36,2,0,2015,18,13,1,0,0,0
