AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,IsPureBreed,Breed1,Breed2,IsPopularBreed,Color1,Color2,HasName,AgeGroup,WeekDay,Month,Quarter,Year,ExitHour,ExitMinute,IsOpen,Holiday,Sex,Fertile
A689257,Hailey,2014-10-07 16:46:00,Adoption,,1,Spayed Female,730.0,Australian Cattle Dog Mix,0,28,102,1,0,0,1,2,1,10,2,2014,16,46,1,0,1,0
A713905,Petey,2015-10-24 17:37:00,Return_to_owner,,1,Neutered Male,90.0,Shih Tzu,1,343,102,0,0,-1,1,0,5,10,2,2015,17,37,1,0,0,0
A678303,,2014-05-07 18:07:00,Transfer,Partner,1,Intact Male,1095.0,Pit Bull Mix,0,299,102,1,2,-1,0,2,2,5,1,2014,18,7,1,0,0,1
A577582,Carolina,2015-11-15 16:57:00,Return_to_owner,,1,Spayed Female,1825.0,Beagle,1,39,102,0,0,0,1,3,6,11,2,2015,16,57,1,0,1,0
A684487,Bella,2014-07-27 13:15:00,Adoption,,1,Spayed Female,330.0,Miniature Schnauzer Mix,0,259,102,0,0,0,1,1,6,7,1,2014,13,15,1,0,1,0
A684700,,2014-08-01 19:07:00,Adoption,,1,Neutered Male,60.0,Labrador Retriever/Great Pyrenees,0,234,80,0,0,0,0,0,4,8,2,2014,19,7,1,0,0,0
A718141,Romero,2015-12-23 15:31:00,Return_to_owner,,1,Neutered Male,2190.0,Miniature Poodle Mix,0,257,102,1,0,-1,1,3,2,12,3,2015,15,31,1,10,0,0
A711144,Daisy,2015-09-02 17:04:00,Return_to_owner,,1,Spayed Female,5840.0,Border Collie Mix,0,71,102,1,0,0,1,5,2,9,2,2015,17,4,1,0,1,0
A675069,Spring,2014-06-24 11:06:00,Euthanasia,Suffering,0,Spayed Female,3650.0,Domestic Shorthair Mix,0,155,102,1,0,3,1,5,1,6,1,2014,11,6,1,0,1,0
A706940,Dory,2015-07-18 12:28:00,Adoption,,1,Spayed Female,730.0,Labrador Retriever Mix,0,235,102,1,0,0,1,2,5,7,1,2015,12,28,1,0,1,0
A698898,Summer,2015-04-06 18:56:00,Adoption,,1,Spayed Female,1095.0,Australian Cattle Dog Mix,0,28,102,1,0,0,1,2,0,4,1,2015,18,56,1,0,1,0
A691881,Poot,2014-11-12 16:57:00,Adoption,,1,Neutered Male,2555.0,Chihuahua Shorthair Mix,0,115,102,1,0,0,1,4,2,11,2,2014,16,57,1,0,0,0
A688593,Sophie,2014-12-31 12:56:00,Adoption,Foster,1,Intact Female,4380.0,Chihuahua Shorthair Mix,0,115,102,1,0,0,1,5,2,12,3,2014,12,56,1,0,1,1
A714708,Huggy Bear,2015-11-03 17:42:00,Adoption,,1,Neutered Male,365.0,Labrador Retriever/German Shepherd,0,234,76,0,0,0,1,1,1,11,2,2015,17,42,1,0,0,0
A699245,Turbo 2,2015-03-30 12:06:00,Transfer,Partner,1,Intact Male,1825.0,Lhasa Apso/Miniature Poodle,0,239,100,0,0,0,1,3,0,3,0,2015,12,6,1,0,0,1
A642946,Pico,2014-12-07 13:31:00,Adoption,,0,Spayed Female,730.0,Domestic Shorthair Mix,0,155,102,1,2,0,1,2,6,12,3,2014,13,31,1,0,1,0
A718970,Zelda,2016-01-11 17:20:00,Return_to_owner,,0,Spayed Female,240.0,Domestic Shorthair Mix,0,155,102,1,0,0,1,1,0,1,0,2016,17,20,1,0,1,0
A704861,Annabelle,2015-07-14 14:49:00,Adoption,,0,Spayed Female,60.0,Domestic Longhair Mix,0,151,102,1,0,-1,1,0,1,7,1,2015,14,49,1,0,1,0
A686221,Sparky,2014-08-27 18:05:00,Adoption,,0,Neutered Male,60.0,Domestic Shorthair Mix,0,155,102,1,0,6,1,0,2,8,2,2014,18,5,1,7,0,0
A674738,Gerald,2014-05-27 08:34:00,Adoption,Foster,0,Intact Male,60.0,Domestic Shorthair Mix,0,155,102,1,0,-1,1,0,1,5,1,2014,8,34,0,0,0,1
A664519,,2013-10-10 11:45:00,Euthanasia,Aggressive,1,Intact Male,2190.0,Carolina Dog Mix,0,104,102,0,0,-1,0,3,3,10,2,2013,11,45,1,0,0,1
A702560,Batman,2015-07-07 07:56:00,Adoption,Foster,0,Neutered Male,60.0,Domestic Shorthair Mix,0,155,102,1,0,-1,1,0,1,7,1,2015,7,56,0,0,0,0
A713282,Romeo,2015-10-25 15:09:00,Transfer,Partner,0,Neutered Male,2920.0,Domestic Shorthair Mix,0,155,102,1,0,-1,1,4,6,10,2,2015,15,9,1,0,0,0
A701490,,2015-04-30 17:02:00,Transfer,Partner,0,Unknown,21.0,Domestic Shorthair Mix,0,155,102,1,0,2,0,0,3,4,1,2015,17,2,1,0,2,2
A703899,River,2015-07-31 12:29:00,Adoption,,1,Spayed Female,730.0,Pit Bull Mix,0,299,102,1,0,0,1,2,4,7,1,2015,12,29,1,0,1,0
A659043,Lala,2013-10-11 17:17:00,Adoption,,1,Spayed Female,2190.0,Australian Cattle Dog Mix,0,28,102,1,1,-1,1,3,4,10,2,2013,17,17,1,0,1,0
A719411,Poppy,2016-01-25 00:00:00,Transfer,Partner,1,Intact Female,730.0,Chihuahua Shorthair,1,114,102,0,0,0,1,2,0,1,0,2016,0,0,0,0,1,1
A703915,Abe,2015-06-05 11:29:00,Adoption,,1,Neutered Male,730.0,Australian Shepherd Mix,0,32,102,0,0,0,1,2,4,6,1,2015,11,29,1,0,0,0
A719372,Elsa,2016-01-19 16:19:00,Return_to_owner,,1,Spayed Female,365.0,Chihuahua Shorthair Mix,0,115,102,1,0,0,1,1,1,1,0,2016,16,19,1,1,1,0
A693213,Bentley,2014-12-08 18:12:00,Adoption,,1,Neutered Male,240.0,Pug/Chihuahua Shorthair,0,311,46,0,0,0,1,1,0,12,3,2014,18,12,1,0,0,0
A720774,Belle,2016-02-20 18:04:00,Adoption,,1,Spayed Female,365.0,Anatol Shepherd Mix,0,24,102,0,0,2,1,1,5,2,0,2016,18,4,1,0,1,0
A682529,Chelsea,2014-07-11 15:35:00,Transfer,Partner,0,Spayed Female,1825.0,Domestic Shorthair Mix,0,155,102,1,0,-1,1,3,4,7,1,2014,15,35,1,0,1,0
A709232,,2015-11-02 15:44:00,Adoption,Foster,0,Neutered Male,240.0,Domestic Shorthair Mix,0,155,102,1,3,-1,0,1,0,11,2,2015,15,44,1,0,0,0
A694738,Moxie,2015-04-28 17:30:00,Return_to_owner,,1,Spayed Female,1095.0,Boxer/Staffordshire,0,76,142,0,2,0,1,2,1,4,1,2015,17,30,1,0,1,0
A712068,Minnie,2015-09-19 17:20:00,Return_to_owner,,1,Spayed Female,365.0,Cocker Spaniel Mix,0,123,102,0,0,0,1,1,5,9,2,2015,17,20,1,0,1,0
A718101,Ginger,2016-01-03 17:27:00,Adoption,,0,Spayed Female,180.0,Domestic Shorthair Mix,0,155,102,1,0,-1,1,0,6,1,0,2016,17,27,1,0,1,0
A706035,,2015-06-24 11:42:00,Transfer,Partner,0,Unknown,6.0,Domestic Shorthair Mix,0,155,102,1,2,0,0,0,2,6,1,2015,11,42,1,0,2,2
A674672,,2014-03-17 13:35:00,Return_to_owner,,1,Intact Female,1.0,Pit Bull Mix,0,299,102,1,2,0,0,0,0,3,0,2014,13,35,1,0,1,1
A588582,Abby,2014-04-04 16:08:00,Return_to_owner,,1,Spayed Female,1825.0,Boxer,1,76,102,0,0,0,1,3,4,4,1,2014,16,8,1,0,1,0
A674808,Rocko,2014-03-19 16:17:00,Return_to_owner,,1,Intact Male,240.0,Pit Bull Mix,0,299,102,1,0,0,1,1,2,3,0,2014,16,17,1,0,0,1
A695360,Jake,2015-01-19 14:30:00,Adoption,,1,Neutered Male,365.0,Chihuahua Shorthair Mix,0,115,102,1,0,2,1,1,0,1,0,2015,14,30,1,1,0,0
A688931,,2014-10-02 14:06:00,Transfer,Partner,1,Neutered Male,730.0,Dachshund Mix,0,135,102,1,0,0,0,2,3,10,2,2014,14,6,1,0,0,0
A688399,Goobey,2014-10-06 14:02:00,Transfer,Partner,1,Neutered Male,2555.0,Pembroke Welsh Corgi Mix,0,291,102,0,0,-1,1,4,0,10,2,2014,14,2,1,0,0,0
A672072,Lizzie,2014-02-08 13:30:00,Return_to_owner,,1,Spayed Female,2190.0,Queensland Heeler Mix,0,314,102,0,8,0,1,3,5,2,0,2014,13,30,1,0,1,0
A716384,Maddie,2015-11-19 14:23:00,Return_to_owner,,0,Spayed Female,1825.0,Domestic Shorthair Mix,0,155,102,1,2,0,1,3,3,11,2,2015,14,23,1,0,1,0
A683645,Jd,2014-09-06 07:42:00,Adoption,Foster,1,Neutered Male,60.0,Border Collie Mix,0,71,102,1,0,0,1,0,5,9,2,2014,7,42,0,0,0,0
A696237,Sam,2015-01-31 15:19:00,Adoption,,1,Neutered Male,1460.0,Toy Poodle Mix,0,383,102,0,0,0,1,3,5,1,0,2015,15,19,1,0,0,0
A711963,Glenn,2015-09-22 13:47:00,Transfer,Partner,0,Neutered Male,180.0,Domestic Shorthair Mix,0,155,102,1,1,0,1,0,1,9,2,2015,13,47,1,0,0,0
A719923,Tubbins Mclo,2016-02-01 14:53:00,Adoption,,0,Neutered Male,120.0,Domestic Shorthair Mix,0,155,102,1,2,0,1,0,0,2,0,2016,14,53,1,0,0,0
A708774,Chiquita,2015-07-31 14:42:00,Euthanasia,Suffering,1,Intact Female,2190.0,Chihuahua Shorthair Mix,0,115,102,1,0,-1,1,3,4,7,1,2015,14,42,1,0,1,1
A672695,,2014-02-16 18:08:00,Transfer,SCRP,0,Unknown,1095.0,Domestic Longhair Mix,0,151,102,1,2,0,0,2,6,2,0,2014,18,8,1,0,2,2
A694237,Valentine,2014-12-23 09:31:00,Euthanasia,Suffering,1,Intact Male,1095.0,Standard Poodle Mix,0,369,102,0,0,-1,1,2,1,12,3,2014,9,31,0,10,0,1
A719820,Lavender,2016-02-14 14:54:00,Transfer,Partner,1,Spayed Female,365.0,Pit Bull Mix,0,299,102,1,0,0,1,1,6,2,0,2016,14,54,1,0,1,0
A701660,Mowgli,2015-05-07 12:10:00,Adoption,,0,Intact Male,60.0,Domestic Shorthair Mix,0,155,102,1,0,-1,1,0,3,5,1,2015,12,10,1,0,0,1
A676443,Bedo,2014-04-19 12:15:00,Return_to_owner,,1,Neutered Male,730.0,Labrador Retriever Mix,0,235,102,1,0,-1,1,2,5,4,1,2014,12,15,1,0,0,0
A685278,Pistachio,2014-08-12 15:32:00,Transfer,Partner,0,Intact Female,30.0,Domestic Shorthair Mix,0,155,102,1,0,0,1,0,1,8,2,2014,15,32,1,0,1,1
A707136,Grace Kelly,2015-07-22 09:32:00,Transfer,Partner,1,Intact Female,730.0,Bull Terrier Mix,0,89,102,0,0,0,1,2,2,7,1,2015,9,32,0,0,1,1
A708452,Mumble,2015-08-04 18:17:00,Return_to_owner,,1,Neutered Male,730.0,Labrador Retriever Mix,0,235,102,1,0,0,1,2,1,8,2,2015,18,17,1,0,0,0
A702543,Lacey,2015-05-24 12:54:00,Adoption,,1,Spayed Female,730.0,Chihuahua Longhair Mix,0,113,102,0,0,-1,1,2,6,5,1,2015,12,54,1,0,1,0
A661699,,2013-10-20 12:27:00,Transfer,Partner,0,Spayed Female,90.0,Domestic Shorthair Mix,0,155,102,1,2,-1,0,0,6,10,2,2013,12,27,1,0,1,0
A704675,Annie,2015-09-29 18:16:00,Adoption,Foster,1,Spayed Female,90.0,Dachshund Wirehair/Miniature Poodle,0,137,100,0,0,0,1,0,1,9,2,2015,18,16,1,0,1,0
A715294,Peewee,2015-11-05 17:09:00,Return_to_owner,,1,Neutered Male,365.0,Pit Bull/Plott Hound,0,298,115,0,2,-1,1,1,3,11,2,2015,17,9,1,0,0,0
A668689,Mercedes,2013-12-13 17:47:00,Adoption,,1,Spayed Female,180.0,German Shepherd Mix,0,187,102,1,0,-1,1,0,4,12,3,2013,17,47,1,0,1,0
A603621,Baby,2015-04-23 17:16:00,Return_to_owner,,1,Neutered Male,1825.0,Chihuahua Shorthair Mix,0,115,102,1,0,-1,1,3,3,4,1,2015,17,16,1,0,0,0
A673664,,2014-03-01 14:00:00,Transfer,SCRP,0,Unknown,730.0,Domestic Shorthair Mix,0,155,102,1,1,-1,0,2,5,3,0,2014,14,0,1,0,2,2
A716629,,2015-11-22 12:55:00,Transfer,SCRP,0,Intact Male,730.0,Domestic Shorthair Mix,0,155,102,1,3,-1,0,2,6,11,2,2015,12,55,1,0,0,1
A669982,Wrigley,2014-01-05 17:01:00,Adoption,,1,Spayed Female,365.0,German Shorthair Pointer Mix,0,189,102,0,0,0,1,1,6,1,0,2014,17,1,1,0,1,0
A682836,,2014-07-10 17:57:00,Adoption,,0,Neutered Male,365.0,Domestic Medium Hair Mix,0,153,102,1,2,-1,0,1,3,7,1,2014,17,57,1,0,0,0
A714607,Bodhi,2016-01-10 12:40:00,Adoption,,1,Neutered Male,2555.0,Labrador Retriever Mix,0,235,102,1,0,0,1,4,6,1,0,2016,12,40,1,0,0,0
A668198,Sally,2014-05-23 17:16:00,Adoption,,1,Spayed Female,730.0,Pit Bull Mix,0,299,102,1,0,0,1,2,4,5,1,2014,17,16,1,0,1,0
A665073,Gracie,2013-11-11 14:16:00,Transfer,Partner,1,Intact Female,90.0,Basenji Mix,0,36,102,0,0,0,1,0,0,11,2,2013,14,16,1,8,1,1
A687410,,2015-08-22 12:14:00,Adoption,,1,Neutered Male,365.0,Chihuahua Shorthair Mix,0,115,102,1,0,0,0,1,5,8,2,2015,12,14,1,0,0,0
A704704,Tyson,2015-06-08 19:17:00,Return_to_owner,,1,Neutered Male,365.0,Black Mouth Cur Mix,0,60,102,0,0,0,1,1,0,6,1,2015,19,17,1,0,0,0
A534548,Chloe,2014-05-09 13:53:00,Adoption,,1,Spayed Female,2190.0,Parson Russell Terrier Mix,0,283,102,0,0,0,1,3,4,5,1,2014,13,53,1,0,1,0
A683577,Ginger,2014-07-16 17:48:00,Adoption,,1,Spayed Female,60.0,Chihuahua Shorthair Mix,0,115,102,1,0,-1,1,0,2,7,1,2014,17,48,1,0,1,0
A683303,,2014-07-09 10:33:00,Euthanasia,Suffering,0,Intact Male,30.0,Domestic Longhair Mix,0,151,102,1,0,-1,0,0,2,7,1,2014,10,33,0,0,0,1
A716817,Rosie,2015-11-30 16:20:00,Euthanasia,Suffering,1,Spayed Female,2920.0,Labrador Retriever Mix,0,235,102,1,0,-1,1,4,0,11,2,2015,16,20,1,0,1,0
A688568,Lucas,2014-09-25 16:39:00,Adoption,,0,Neutered Male,60.0,Domestic Shorthair Mix,0,155,102,1,1,-1,1,0,3,9,2,2014,16,39,1,0,0,0
A677582,Prancer,2014-05-05 18:10:00,Adoption,,1,Neutered Male,365.0,Chihuahua Shorthair/Pug,0,114,118,0,0,-1,1,1,0,5,1,2014,18,10,1,0,0,0
A674167,Kevin,2014-11-29 19:01:00,Adoption,,1,Neutered Male,365.0,American Pit Bull Terrier Mix,0,18,102,0,0,0,1,1,5,11,2,2014,19,1,1,0,0,0
A673382,Zooey,2014-02-24 18:57:00,Return_to_owner,,1,Spayed Female,730.0,French Bulldog Mix,0,183,102,0,0,-1,1,2,0,2,0,2014,18,57,1,0,1,0
A677562,,2014-04-27 12:51:00,Transfer,SCRP,0,Intact Female,730.0,Domestic Shorthair Mix,0,155,102,1,0,-1,0,2,6,4,1,2014,12,51,1,0,1,1
A673464,Wilma,2014-02-28 14:39:00,Adoption,,1,Spayed Female,365.0,Beagle/Chinese Sharpei,0,39,48,0,0,-1,1,1,4,2,0,2014,14,39,1,0,1,0
A719663,Rocky,2016-02-13 15:26:00,Adoption,,0,Neutered Male,1825.0,Domestic Shorthair Mix,0,155,102,1,0,0,1,3,5,2,0,2016,15,26,1,0,0,0
A712780,Rocky,2015-09-29 15:54:00,Return_to_owner,,1,Intact Male,60.0,Chihuahua Shorthair Mix,0,115,102,1,0,-1,1,0,1,9,2,2015,15,54,1,0,0,1
A695251,,2015-01-22 14:17:00,Transfer,Partner,0,Neutered Male,730.0,Domestic Shorthair Mix,0,155,102,1,0,-1,0,2,3,1,0,2015,14,17,1,0,0,0
A686504,Angel Marie,2014-12-05 17:15:00,Adoption,,1,Spayed Female,210.0,Cairn Terrier,1,95,102,0,0,-1,1,1,4,12,3,2014,17,15,1,0,1,0
A691342,Charlie,2015-01-04 16:30:00,Adoption,,0,Neutered Male,2555.0,Domestic Shorthair Mix,0,155,102,1,3,-1,1,4,6,1,0,2015,16,30,1,0,0,0
A669511,,2013-12-28 17:44:00,Adoption,,0,Neutered Male,120.0,Domestic Shorthair Mix,0,155,102,1,2,-1,0,0,5,12,3,2013,17,44,1,0,0,0
A706890,Lott,2015-07-05 14:38:00,Return_to_owner,,1,Neutered Male,4015.0,Labrador Retriever Mix,0,235,102,1,0,-1,1,5,6,7,1,2015,14,38,1,0,0,0
A714557,,2015-10-25 15:22:00,Euthanasia,Suffering,0,Unknown,30.0,Domestic Shorthair Mix,0,155,102,1,0,-1,0,0,6,10,2,2015,15,22,1,0,2,2
A711717,Kibo,2015-09-16 17:35:00,Return_to_owner,,1,Neutered Male,730.0,Pit Bull Mix,0,299,102,1,0,0,1,2,2,9,2,2015,17,35,1,0,0,0
A706072,Firecracker,2015-06-29 12:41:00,Transfer,Partner,1,Intact Male,730.0,Shih Tzu,1,343,102,0,0,0,1,2,0,6,1,2015,12,41,1,0,0,1
A689346,Daryl,2014-10-13 14:54:00,Transfer,Partner,0,Intact Male,30.0,Domestic Medium Hair Mix,0,153,102,1,3,0,1,0,0,10,2,2014,14,54,1,0,0,1
A679864,Toby,2014-06-14 13:00:00,Transfer,Partner,0,Neutered Male,1460.0,Domestic Shorthair Mix,0,155,102,1,3,-1,1,3,5,6,1,2014,13,0,1,0,0,0
A713634,Lady,2015-10-23 14:59:00,Transfer,Partner,1,Intact Female,1460.0,Mastiff/Rottweiler,0,251,125,0,0,2,1,3,4,10,2,2015,14,59,1,0,1,1
A699748,Jasmine,2015-05-22 18:01:00,Adoption,,1,Spayed Female,730.0,Pit Bull Mix,0,299,102,1,0,0,1,2,4,5,1,2015,18,1,1,0,1,0
A664597,Phoebe,2013-10-11 14:00:00,Transfer,Partner,1,Intact Female,120.0,Pit Bull Mix,0,299,102,1,0,0,1,0,4,10,2,2013,14,0,1,0,1,1
A714062,Deanna,2015-10-24 15:42:00,Adoption,,0,Spayed Female,60.0,Domestic Shorthair Mix,0,155,102,1,0,0,1,0,5,10,2,2015,15,42,1,0,1,0
A685595,Gabriel,2015-03-26 09:07:00,Euthanasia,Aggressive,1,Neutered Male,365.0,Catahoula Mix,0,106,102,0,0,-1,1,1,3,3,0,2015,9,7,0,0,0,0
A713831,Bella,2015-10-14 13:33:00,Return_to_owner,,1,Spayed Female,2555.0,Staffordshire Mix,0,367,102,0,7,0,1,4,2,10,2,2015,13,33,1,0,1,0
A699937,Gordo,2015-04-13 00:00:00,Transfer,Partner,1,Neutered Male,2920.0,Labrador Retriever Mix,0,235,102,1,0,-1,1,4,0,4,1,2015,0,0,0,0,0,0
A693551,Pepper,2014-12-12 12:00:00,Euthanasia,Behavior,1,Neutered Male,4745.0,Chihuahua Shorthair/Yorkshire Terrier,0,114,160,0,0,0,1,5,4,12,3,2014,12,0,1,0,0,0
A665586,Timmy,2013-10-25 15:08:00,Transfer,Partner,0,Intact Male,60.0,Domestic Shorthair,1,154,102,1,0,0,1,0,4,10,2,2013,15,8,1,0,0,1
A681550,,2014-07-09 18:07:00,Transfer,Partner,1,Spayed Female,1825.0,Chihuahua Shorthair Mix,0,115,102,1,0,0,0,3,2,7,1,2014,18,7,1,0,1,0
A691343,,2014-11-08 18:22:00,Adoption,,1,Spayed Female,60.0,Australian Shepherd Mix,0,32,102,0,0,0,0,0,5,11,2,2014,18,22,1,0,1,0
A676830,Butter,2015-10-08 08:50:00,Adoption,Foster,1,Neutered Male,365.0,Finnish Spitz Mix,0,179,102,0,0,-1,1,1,3,10,2,2015,8,50,0,0,0,0
A684200,,2014-07-27 12:07:00,Return_to_owner,,1,Intact Female,21.0,Pit Bull Mix,0,299,102,1,0,0,0,0,6,7,1,2014,12,7,1,0,1,1
A684236,Shabba,2014-07-26 11:55:00,Adoption,,1,Neutered Male,60.0,Black Mouth Cur Mix,0,60,102,0,0,0,1,0,5,7,1,2014,11,55,1,0,0,0
A711388,Homer,2015-09-14 13:43:00,Transfer,Partner,1,Neutered Male,730.0,Chihuahua Shorthair Mix,0,115,102,1,0,0,1,2,0,9,2,2015,13,43,1,0,0,0
A712741,Cosima,2015-10-11 13:17:00,Adoption,,1,Spayed Female,365.0,Labrador Retriever Mix,0,235,102,1,0,0,1,1,6,10,2,2015,13,17,1,0,1,0
A704072,,2015-06-01 13:46:00,Transfer,Partner,0,Intact Male,21.0,Domestic Shorthair Mix,0,155,102,1,0,0,0,0,0,6,1,2015,13,46,1,0,0,1
A718260,Jax,2015-12-30 14:15:00,Return_to_owner,,1,Neutered Male,1460.0,Labrador Retriever Mix,0,235,102,1,0,0,1,3,2,12,3,2015,14,15,1,0,0,0
A702610,Jordan,2015-05-16 15:42:00,Transfer,Partner,1,Intact Male,120.0,Pit Bull Mix,0,299,102,1,0,-1,1,0,5,5,1,2015,15,42,1,0,0,1
A706496,,2015-07-03 09:30:00,Died,In Kennel,0,Unknown,5.0,Domestic Shorthair Mix,0,155,102,1,2,0,0,0,4,7,1,2015,9,30,0,0,2,2
A696607,Sugar,2015-03-19 14:25:00,Adoption,,1,Spayed Female,1460.0,German Shepherd Mix,0,187,102,1,0,-1,1,3,3,3,0,2015,14,25,1,0,1,0
A693710,Roscoe,2014-12-21 17:28:00,Adoption,,1,Neutered Male,300.0,Catahoula Mix,0,106,102,0,0,0,1,1,6,12,3,2014,17,28,1,0,0,0
A704989,Katina,2015-06-12 09:00:00,Transfer,SCRP,0,Intact Female,730.0,Domestic Shorthair Mix,0,155,102,1,2,-1,1,2,4,6,1,2015,9,0,0,0,1,1
A688068,,2014-09-15 09:00:00,Transfer,SCRP,0,Intact Female,150.0,Domestic Shorthair Mix,0,155,102,1,2,-1,0,0,0,9,2,2014,9,0,0,0,1,1
A668588,,2013-12-15 16:58:00,Adoption,,1,Neutered Male,730.0,Pointer/Boxer,0,304,30,0,0,2,0,2,6,12,3,2013,16,58,1,0,0,0
A671759,Jojo,2014-05-31 12:08:00,Adoption,,1,Spayed Female,365.0,Australian Cattle Dog Mix,0,28,102,1,0,-1,1,1,5,5,1,2014,12,8,1,0,1,0
A703406,,2015-05-24 13:36:00,Transfer,Partner,0,Intact Female,14.0,Domestic Shorthair Mix,0,155,102,1,0,0,0,0,6,5,1,2015,13,36,1,0,1,1
A696014,,2015-01-28 17:47:00,Euthanasia,Suffering,1,Intact Male,300.0,Queensland Heeler/Pit Bull,0,313,114,0,8,0,0,1,2,1,0,2015,17,47,1,0,0,1
A700371,Zeus,2015-05-01 12:43:00,Transfer,Partner,1,Intact Male,180.0,Pit Bull Mix,0,299,102,1,0,0,1,0,4,5,1,2015,12,43,1,0,0,1
A652261,Puffy,2014-01-18 11:58:00,Transfer,Partner,1,Spayed Female,330.0,Siberian Husky,1,347,102,0,0,0,1,1,5,1,0,2014,11,58,1,0,1,0
A665714,Fridy Katy,2013-11-25 14:52:00,Transfer,Partner,0,Spayed Female,730.0,Domestic Medium Hair Mix,0,153,102,1,0,0,1,2,0,11,2,2013,14,52,1,9,1,0
A666317,Jackson,2013-11-04 12:08:00,Adoption,,1,Neutered Male,60.0,Leonberger Mix,0,238,102,0,0,0,1,0,0,11,2,2013,12,8,1,0,0,0
A667080,Garfunkel,2013-11-21 13:49:00,Transfer,Partner,1,Neutered Male,2555.0,Chihuahua Shorthair Mix,0,115,102,1,0,-1,1,4,3,11,2,2013,13,49,1,0,0,0
A673674,,2014-03-01 14:00:00,Transfer,SCRP,0,Intact Male,365.0,Domestic Shorthair Mix,0,155,102,1,0,-1,0,1,5,3,0,2014,14,0,1,0,0,1
A700466,Jackson,2015-04-24 14:36:00,Return_to_owner,,1,Neutered Male,730.0,Chihuahua Longhair Mix,0,113,102,0,0,-1,1,2,4,4,1,2015,14,36,1,0,0,0
A667439,Porter,2013-11-23 13:43:00,Transfer,Partner,1,Neutered Male,730.0,German Shepherd Mix,0,187,102,1,0,0,1,2,5,11,2,2013,13,43,1,0,0,0
A693794,,2015-02-07 18:55:00,Adoption,Foster,1,Spayed Female,30.0,Labrador Retriever Mix,0,235,102,1,0,8,0,0,5,2,0,2015,18,55,1,0,1,0
A678493,,2014-05-09 15:28:00,Transfer,Partner,0,Intact Female,21.0,Siamese Mix,0,346,102,1,11,-1,0,0,4,5,1,2014,15,28,1,0,1,1
A691729,,2014-11-09 09:00:00,Transfer,SCRP,0,Intact Female,730.0,Domestic Shorthair Mix,0,155,102,1,2,-1,0,2,6,11,2,2014,9,0,0,0,1,1
A705945,Amanda,2015-06-24 14:03:00,Transfer,Partner,1,Spayed Female,30.0,Yorkshire Terrier Mix,0,407,102,0,0,0,1,0,2,6,1,2015,14,3,1,0,1,0
A690609,Luigi,2014-10-30 17:32:00,Adoption,,1,Neutered Male,240.0,Australian Cattle Dog Mix,0,28,102,1,0,0,1,1,3,10,2,2014,17,32,1,0,0,0
A706574,,2015-07-03 13:59:00,Transfer,Partner,0,Intact Female,14.0,Domestic Shorthair Mix,0,155,102,1,0,0,0,0,4,7,1,2015,13,59,1,0,1,1
A678962,,2014-05-14 17:12:00,Transfer,Partner,0,Intact Male,21.0,Domestic Shorthair Mix,0,155,102,1,0,0,0,0,2,5,1,2014,17,12,1,0,0,1
A659039,Eddie,2013-10-13 18:25:00,Adoption,,0,Neutered Male,730.0,Domestic Shorthair Mix,0,155,102,1,0,-1,1,2,6,10,2,2013,18,25,1,0,0,0
A715065,Princess,2015-11-01 12:00:00,Return_to_owner,,1,Spayed Female,365.0,Miniature Poodle Mix,0,257,102,1,0,-1,1,1,6,11,2,2015,12,0,1,0,1,0
A697584,Jessie,2015-03-03 18:20:00,Adoption,,1,Spayed Female,60.0,German Shepherd/Labrador Retriever,0,186,92,0,0,-1,1,0,1,3,0,2015,18,20,1,0,1,0
A662137,Hercules,2014-06-01 19:04:00,Adoption,,1,Neutered Male,365.0,American Bulldog Mix,0,12,102,0,0,0,1,1,6,6,1,2014,19,4,1,0,0,0
A674879,,2014-03-23 17:08:00,Transfer,Partner,1,Neutered Male,60.0,Miniature Poodle/Miniature Schnauzer,0,256,101,0,0,-1,0,0,6,3,0,2014,17,8,1,0,0,0
A701205,Chapo,2015-05-01 15:50:00,Return_to_owner,,1,Neutered Male,365.0,Catahoula Mix,0,106,102,0,2,-1,1,1,4,5,1,2015,15,50,1,0,0,0
A669193,Daisy,2013-12-23 17:22:00,Return_to_owner,,1,Intact Female,365.0,Pit Bull Mix,0,299,102,1,0,0,1,1,0,12,3,2013,17,22,1,10,1,1
A706037,,2015-06-24 11:43:00,Transfer,Partner,0,Unknown,6.0,Domestic Shorthair Mix,0,155,102,1,0,0,0,0,2,6,1,2015,11,43,1,0,2,2
A700782,Puppy,2015-04-26 14:12:00,Adoption,,1,Neutered Male,365.0,Chihuahua Shorthair Mix,0,115,102,1,0,-1,1,1,6,4,1,2015,14,12,1,0,0,0
A711335,Samson,2015-09-13 19:04:00,Adoption,,1,Neutered Male,1825.0,Dachshund Mix,0,135,102,1,0,0,1,3,6,9,2,2015,19,4,1,0,0,0
A700858,Lucky,2015-04-21 12:38:00,Return_to_owner,,1,Spayed Female,5475.0,Chihuahua Shorthair Mix,0,115,102,1,0,-1,1,5,1,4,1,2015,12,38,1,3,1,0
A677605,Jr,2015-06-12 15:06:00,Euthanasia,Suffering,1,Neutered Male,4015.0,Australian Shepherd,1,31,102,0,0,0,1,5,4,6,1,2015,15,6,1,0,0,0
